Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,UPR,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5111,CONDINGUP PRIMARY SCHOOL,SUTCLIFFE STREET,CONDINGUP,WA,6450,PMB 9,ESPERANCE,WA,6450,-33.75467811,122.5268561,08 6021 2900,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,6,6,5,7,5,4,6,,,,,,,,,47
5717,CONNOLLY PRIMARY SCHOOL,FAIRWAY CIRCLE,CONNOLLY,WA,6027,FAIRWAY CIRCLE,CONNOLLY,WA,6027,-31.74715629,115.7572958,08 6206 3200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,40,51,69,50,48,44,51,,,,,,,,,393
4148,COODANUP COLLEGE,WANJEEP STREET,MANDURAH,WA,6210,WANJEEP STREET,MANDURAH,WA,6210,-32.54610231,115.7489824,08 9581 0900,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,175,160,140,153,137,113,,878
5112,COOGEE PRIMARY SCHOOL,22 MAYOR ROAD,COOGEE,WA,6166,22 MAYOR ROAD,COOGEE,WA,6166,-32.12709335,115.7718242,08 6595 4900 ,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,78,73,84,66,58,67,62,71,,,,,,,,,559
5071,COOINDA PRIMARY SCHOOL,10 ALLEN STREET,EAST BUNBURY,WA,6230,PO BOX 2454,BUNBURY,WA,6231,-33.33437038,115.6519077,08 9724 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,33,48,40,41,53,39,45,,,,,,,,,344
5791,COOLBELLUP COMMUNITY SCHOOL,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.8088051,08 9487 9500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,16,18,33,27,29,30,25,,,,,,,,,203
6047,COOLBELLUP LEARNING CENTRE,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.8088051,08 9487 9502,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,1,7,10,7,3,9,5,2,,,,,,,,,44
5116,COOLBINIA PRIMARY SCHOOL,BRADFORD STREET,COOLBINIA,WA,6050,BRADFORD STREET,COOLBINIA,WA,6050,-31.91309496,115.8590308,08 9427 8450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,50,47,58,52,52,58,62,,,,,,,,,413
5117,COOLGARDIE PRIMARY SCHOOL,46 SHAW STREET,COOLGARDIE,WA,6429,46 SHAW STREET,COOLGARDIE,WA,6429,-30.95018807,121.1671483,08 9068 3100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,3,8,,6,8,7,6,,,,,,,,,40
5606,COOLOONGUP PRIMARY SCHOOL,21 WESTERLY WAY,COOLOONGUP,WA,6168,PO BOX 6138,WAIKIKI,WA,6169,-32.29797619,115.7552819,08 9591 6900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,54,44,43,53,51,40,51,,,,,,,,,369
5120,COOROW PRIMARY SCHOOL,14 BRISTOL STREET,COOROW,WA,6515,14 BRISTOL STREET,COOROW,WA,6515,-29.87940195,116.0234057,08 9952 2800,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,4,3,7,3,5,2,7,,,,,,,,,39
1329,CORNERSTONE CHRISTIAN COLLEGE LTD,GRACE COURT,BUSSELTON,WA,6280,GRACE COURT,BUSSELTON,WA,6280,-33.67026207,115.3229807,08 9754 1144,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,37,40,26,33,29,29,32,33,,32,37,30,26,21,19,,424
1299,CORPUS CHRISTI COLLEGE,MURDOCH DRIVE,BATEMAN,WA,6150,MURDOCH DRIVE,BATEMAN,WA,6150,-32.05699614,115.8429056,08 6332 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,,186,233,195,210,193,225,,"1,242"
4068,CORRIGIN DISTRICT HIGH SCHOOL,53 LYNCH STREET,CORRIGIN,WA,6375,53 LYNCH STREET,CORRIGIN,WA,6375,-32.32675596,117.8771847,08 9063 4400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,10,12,14,11,17,11,9,8,,4,5,8,2,,,,111
5123,COTTESLOE PRIMARY SCHOOL,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,-32.002516,115.761337,08 9382 7300,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,49,42,47,58,33,42,42,,,,,,,,,343
1465,COURT GRAMMAR SCHOOL,1 BISHOP ROAD,MUNDIJONG,WA,6123,1 BISHOP ROAD,MUNDIJONG,WA,6123,-32.26965841,115.9912806,08 9526 5000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,73,50,52,47,45,41,46,54,,80,71,76,67,43,38,,783
5125,COWARAMUP PRIMARY SCHOOL,WAVERLEY STREET,COWARAMUP,WA,6284,C/- POST OFFICE,COWARAMUP,WA,6284,-33.851817,115.1071394,08 9756 5400,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,42,67,53,43,51,43,45,54,,,,,,,,,398
5816,CRAIGIE HEIGHTS PRIMARY SCHOOL,47 SPINAWAY STREET,CRAIGIE,WA,6025,47 SPINAWAY STREET,CRAIGIE,WA,6025,-31.79004304,115.7602644,08 6206 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,54,57,49,52,45,54,47,49,,,,,,,,,407
5126,CRANBROOK PRIMARY SCHOOL,63 KINGS STREET,CRANBROOK,WA,6321,PO BOX 109,CRANBROOK,WA,6321,-34.29276525,117.5508016,08 9826 0000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,10,7,6,8,10,9,4,4,,,,,,,,,58
6059,CREANEY EDUCATION SUPPORT CENTRE,50 KINGSLEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885222,08 9408 2950,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,1,7,9,16,7,4,6,7,,,,,,,,,57
5667,CREANEY PRIMARY SCHOOL,6 CREANEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885224,08 9408 2900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,44,51,43,44,34,52,47,,,,,,,,,364
5127,CUE PRIMARY SCHOOL,SIMPSON STREET,CUE,WA,6640,PO BOX 58,CUE,WA,6640,-27.42017103,117.8970268,08 9963 0200,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,2,2,1,1,,2,1,,,,,,,,,10
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,08 9635 3300,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,12,12,12,13,13,12,11,13,,13,17,14,11,,,,153
5757,CURRAMBINE PRIMARY SCHOOL,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,-31.73364969,115.7491022,08 6207 6100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,84,98,94,107,89,89,116,111,,,,,,,,,788
5257,CURTIN PRIMARY SCHOOL,20 GOSS AVENUE,MANNING,WA,6152,20 GOSS AVENUE,MANNING,WA,6152,-32.00690937,115.8737611,08 9313 1051,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,20,15,16,20,17,16,13,,,,,,,,,132
4015,CYRIL JACKSON SENIOR CAMPUS,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4700,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,227,120,,347
6048,CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.9424646,08 9413 4850,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y10,Y12,,,,,,,,,,,,,7,17,24,,48
1306,DALE CHRISTIAN SCHOOL,150 FORREST ROAD,ARMADALE,WA,6112,150 FORREST ROAD,ARMADALE,WA,6112,-32.15932611,115.9987357,08 9497 1444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,32,44,49,44,49,41,44,48,,48,45,49,41,34,33,,601
5131,DALKEITH PRIMARY SCHOOL,44 CIRCE CIRCLE,DALKEITH,WA,6009,PO BOX 5402,DALKEITH,WA,6009,-31.99644115,115.797872,08 9287 7100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,32,49,39,42,42,42,41,,,,,,,,,318
5703,DALMAIN PRIMARY SCHOOL,64 DALMAIN STREET,KINGSLEY,WA,6026,64 DALMAIN STREET,KINGSLEY,WA,6026,-31.81392422,115.7907121,08 6207 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,44,27,31,31,37,39,31,,,,,,,,,273
4070,DALWALLINU DISTRICT HIGH SCHOOL,97 JOHNSTON STREET,DALWALLINU,WA,6609,97 JOHNSTON STREET,DALWALLINU,WA,6609,-30.2704732,116.6610879,08 6661 1500,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,18,16,13,17,22,14,17,20,,19,10,17,8,5,4,,200
4183,DALYELLUP COLLEGE,WAKE DRIVE,DALYELLUP,WA,6230,PO BOX 1096,BUNBURY,WA,6231,-33.40385496,115.6257673,08 9797 9200,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,115,129,156,142,100,107,,749
5779,DALYELLUP PRIMARY SCHOOL,14 HARTOG ROAD,DALYELLUP,WA,6230,PO BOX 679,BUNBURY,WA,6231,-33.39985687,115.6228338,08 9796 5600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,44,62,59,64,52,63,71,67,,,,,,,,,482
5133,DAMPIER PRIMARY SCHOOL,42 CHURCH ROAD,DAMPIER,WA,6713,42 CHURCH ROAD,DAMPIER,WA,6713,-20.6644723,116.705717,08 9183 4300,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,26,21,25,23,34,23,19,,,,,,,,,192
5135,DANDARAGAN PRIMARY SCHOOL,DANDARAGAN ROAD,DANDARAGAN,WA,6507,PO BOX 91,DANDARAGAN,WA,6507,-30.67304886,115.7019541,08 9688 9900,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,6,12,7,10,8,4,3,,,,,,,,,56
5136,DARDANUP PRIMARY SCHOOL,HAYWARD STREET,DARDANUP,WA,6236,HAYWARD STREET,DARDANUP,WA,6236,-33.40089693,115.7575813,08 9728 2060,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,22,30,12,23,22,18,17,13,,,,,,,,,157
5826,DARKAN PRIMARY SCHOOL,DARKAN SOUTH ROAD,DARKAN,WA,6392,DARKAN SOUTH ROAD,DARKAN,WA,6392,-33.33586626,116.7346573,08 9736 1299,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,6,7,6,10,15,13,10,9,,,,,,,,,76
4116,DARLING RANGE SPORTS COLLEGE,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,-31.97566063,116.0108597,08 9453 0100,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,203,189,175,220,157,111,,"1,055"
5138,DARLINGTON PRIMARY SCHOOL,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,-31.92015078,116.07754,08 9257 4000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,39,51,52,43,52,49,50,,,,,,,,,373
5566,DAVALLIA PRIMARY SCHOOL,6 JUNIPER WAY,DUNCRAIG,WA,6023,6 JUNIPER WAY,DUNCRAIG,WA,6023,-31.84104283,115.7874618,08 9246 8750,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,58,88,64,75,75,54,74,75,,,,,,,,,563
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.9999814,08 9483 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,69,56,62,56,62,61,72,,,,,,,,,499
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,08 9167 0000,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y05,1,5,,1,4,2,1,,,,,,,,,,14
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.7666076,08 9222 9250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,59,62,73,72,63,57,77,64,,,,,,,,,527
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,08 9848 4700,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,56,64,47,42,72,51,70,55,,,,,,,,,457
4072,DENMARK SENIOR HIGH SCHOOL,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,956 SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,84,88,75,87,72,52,,458
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.633739,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,42,41,40,48,56,48,57,52,,55,59,54,50,44,20,,666
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,08 9218 1450,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,57,49,74,49,53,61,60,64,,,,,,,,,467
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,08 9263 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,45,39,50,46,51,56,37,,,,,,,,,364
4036,DIANELLA SECONDARY COLLEGE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.8549027,08 9345 9200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,112,112,93,95,76,84,,572
6068,DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE,9 LAYTHORNE STREET,DIANELLA,WA,6059,9 LAYTHORNE STREET,DIANELLA,WA,6059,-31.879454,115.853534,08 9345 9272,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,14,13,16,18,24,26,,111
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.8251697,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,19,21,15,19,26,20,30,23,,35,39,38,43,33,36,,397
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,14,11,11,12,9,12,15,,,,,,,,,99
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,FOURTH STREET,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,08 9191 7145,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,KIN,Y07,1,,5,1,,1,5,,,1,,,,,,,14
4131,DONGARA DISTRICT HIGH SCHOOL,13 CAVE WAY,DONGARA,WA,6525,13 CAVE WAY,DONGARA,WA,6525,-29.24926582,114.9285663,08 9927 7200,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y12,28,35,27,29,33,48,43,40,,31,27,22,21,21,9,,414
4074,DONNYBROOK DISTRICT HIGH SCHOOL,10 BENTLEY STREET,DONNYBROOK,WA,6239,10 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57479874,115.8209925,08 9732 4400,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,24,44,29,34,38,55,25,39,,26,36,33,39,,,,422
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.7776617,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,64,67,55,62,60,59,53,,,,,,,,,481
4075,DOWERIN DISTRICT HIGH SCHOOL,35 MEMORIAL AVENUE,DOWERIN,WA,6461,35 MEMORIAL AVENUE,DOWERIN,WA,6461,-31.19174,117.037882,08 9631 4400,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,7,15,11,13,12,11,4,13,,11,12,13,8,,,,130
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.8623522,08 9345 6400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,20,15,35,34,30,31,30,,,,,,,,,221
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,08 9586 0650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,56,52,50,59,62,57,62,,,,,,,,,438
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.7386752,08 9863 2500,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,4,6,5,3,4,1,3,,,,,,,,,33
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.7707544,08 6224 2150,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,54,53,54,49,55,43,61,69,,,,,,,,,438
4129,DUNCRAIG SENIOR HIGH SCHOOL,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,-31.82190527,115.767131,08 6241 5400,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,322,322,320,257,293,199,,"1,713"
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.0997912,08 9781 3777,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,71,87,77,104,91,101,93,113,,,,,,,,,737
6029,DURHAM ROAD SCHOOL,37 DURHAM ROAD,BAYSWATER,WA,6053,37 DURHAM ROAD,BAYSWATER,WA,6053,-31.91510281,115.918598,08 9238 0900,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,21,19,20,26,14,12,12,15,,14,17,19,9,11,16,,225
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,08 9538 5100,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,3,7,7,2,11,7,5,10,,,,,,,,,52
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,08 6216 1900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,50,58,50,61,51,63,40,61,,,,,,,,,434
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRESCENT,BUTLER,WA,6036,7 AMERSHAM CRESCENT,BUTLER,WA,6036,-31.6437585,115.7117596,08 9561 7777,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,51,50,50,53,66,57,75,57,,,,,,,,,459
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.7591484,08 9432 1200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,48,56,44,67,53,54,54,,,,,,,,,417
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.8186051,08 9462 9550,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,26,37,42,29,25,25,15,,,,,,,,,238
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,08 9487 9300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,21,23,26,42,30,27,21,25,,,,,,,,,215
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,08 9068 2400,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,17,21,24,17,17,13,13,13,,,,,,,,,135
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,08 6216 4150,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,46,57,40,52,41,52,55,,,,,,,,,403
4123,EAST KIMBERLEY COLLEGE,MANGALOO STREET,KUNUNURRA,WA,6743,PO BOX 617,KUNUNURRA,WA,6743,-15.76888254,128.7361825,08 9168 4400,KIMBERLEY,K-12 SCHOOLS,K-12 SCHOOLS,KIN,Y12,54,69,68,83,83,66,82,85,,86,66,50,42,54,30,,918
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.0041234,08 9217 8650,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,51,57,62,50,57,46,53,,,,,,,,,417
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,08 9771 9200,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,26,26,28,33,36,32,23,32,,,,,,,,,236
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,08 9882 1600,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,15,17,16,19,19,27,22,21,,,,,,,,,156
6065,EAST VICTORIA PARK EDUCATION SUPPORT CENTRE,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0750,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,1,8,8,5,4,3,1,5,,,,,,,,,35
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.9080897,08 6228 0700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,45,50,50,57,49,47,50,36,,,,,,,,,384
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.7605364,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,33,49,55,53,50,57,61,65,,,,,,,,,423
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.8168149,08 6207 3600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,43,46,45,42,49,39,64,48,,,,,,,,,376
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.4753746,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,,240,193,,433
6078,EASTERN GOLDFIELDS EDUCATION SUPPORT CENTRE,BOOMERANG CRESCENT,KALGOORLIE,WA,6430,PMB 9,KALGOORLIE,WA,6433,-30.76705062,121.4788763,08 9092 0000,GOLDFIELDS,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,,12,10,9,4,4,3,,42
4017,EASTERN HILLS SENIOR HIGH SCHOOL,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,-31.87396818,116.2200892,08 9573 0300,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,,173,176,162,191,155,104,,961
